"Van";"Naar";"Persoonskenmerken";"Perioden";"Waarde eenheid";"Waarde"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 25 tot 45 jaar";"2011 2e kwartaal";"x 1 000";"74"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2003 1e kwartaal";"x 1 000";"55"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2003 2e kwartaal";"x 1 000";"57"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2003 3e kwartaal";"x 1 000";"59"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2003 4e kwartaal";"x 1 000";"75"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2004 1e kwartaal";"x 1 000";"82"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2004 2e kwartaal";"x 1 000";"80"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2004 3e kwartaal";"x 1 000";"82"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2004 4e kwartaal";"x 1 000";"81"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2005 1e kwartaal";"x 1 000";"96"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2005 2e kwartaal";"x 1 000";"92"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2005 3e kwartaal";"x 1 000";"91"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2005 4e kwartaal";"x 1 000";"93"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2006 1e kwartaal";"x 1 000";"95"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2006 2e kwartaal";"x 1 000";"86"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2006 3e kwartaal";"x 1 000";"77"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2006 4e kwartaal";"x 1 000";"84"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2007 1e kwartaal";"x 1 000";"82"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2007 2e kwartaal";"x 1 000";"75"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2007 3e kwartaal";"x 1 000";"75"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2007 4e kwartaal";"x 1 000";"71"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2008 1e kwartaal";"x 1 000";"67"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2008 2e kwartaal";"x 1 000";"61"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2008 3e kwartaal";"x 1 000";"54"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2008 4e kwartaal";"x 1 000";"66"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2009 1e kwartaal";"x 1 000";"64"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2009 2e kwartaal";"x 1 000";"65"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2009 3e kwartaal";"x 1 000";"69"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2009 4e kwartaal";"x 1 000";"92"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2010 1e kwartaal";"x 1 000";"100"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2010 2e kwartaal";"x 1 000";"84"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2010 3e kwartaal";"x 1 000";"76"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2010 4e kwartaal";"x 1 000";"82"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2011 1e kwartaal";"x 1 000";"78"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Leeftijd: 45 tot 65 jaar";"2011 2e kwartaal";"x 1 000";"74"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2003 1e kwartaal";"x 1 000";"64"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2003 2e kwartaal";"x 1 000";"72"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2003 3e kwartaal";"x 1 000";"78"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2003 4e kwartaal";"x 1 000";"88"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2004 1e kwartaal";"x 1 000";"99"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2004 2e kwartaal";"x 1 000";"91"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2004 3e kwartaal";"x 1 000";"82"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2004 4e kwartaal";"x 1 000";"90"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2005 1e kwartaal";"x 1 000";"98"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2005 2e kwartaal";"x 1 000";"91"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2005 3e kwartaal";"x 1 000";"82"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2005 4e kwartaal";"x 1 000";"79"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2006 1e kwartaal";"x 1 000";"79"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2006 2e kwartaal";"x 1 000";"66"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2006 3e kwartaal";"x 1 000";"61"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2006 4e kwartaal";"x 1 000";"68"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2007 1e kwartaal";"x 1 000";"57"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2007 2e kwartaal";"x 1 000";"46"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2007 3e kwartaal";"x 1 000";"48"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2007 4e kwartaal";"x 1 000";"48"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2008 1e kwartaal";"x 1 000";"50"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2008 2e kwartaal";"x 1 000";"44"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2008 3e kwartaal";"x 1 000";"41"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2008 4e kwartaal";"x 1 000";"47"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2009 1e kwartaal";"x 1 000";"54"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2009 2e kwartaal";"x 1 000";"55"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2009 3e kwartaal";"x 1 000";"63"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2009 4e kwartaal";"x 1 000";"81"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2010 1e kwartaal";"x 1 000";"76"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2010 2e kwartaal";"x 1 000";"63"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2010 3e kwartaal";"x 1 000";"61"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2010 4e kwartaal";"x 1 000";"62"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2011 1e kwartaal";"x 1 000";"54"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Lager onderwijs";"2011 2e kwartaal";"x 1 000";"61"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2003 1e kwartaal";"x 1 000";"65"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2003 2e kwartaal";"x 1 000";"72"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2003 3e kwartaal";"x 1 000";"78"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2003 4e kwartaal";"x 1 000";"94"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2004 1e kwartaal";"x 1 000";"107"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2004 2e kwartaal";"x 1 000";"103"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2004 3e kwartaal";"x 1 000";"98"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2004 4e kwartaal";"x 1 000";"103"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2005 1e kwartaal";"x 1 000";"118"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2005 2e kwartaal";"x 1 000";"105"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2005 3e kwartaal";"x 1 000";"97"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2005 4e kwartaal";"x 1 000";"108"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2006 1e kwartaal";"x 1 000";"106"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2006 2e kwartaal";"x 1 000";"88"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2006 3e kwartaal";"x 1 000";"73"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2006 4e kwartaal";"x 1 000";"77"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2007 1e kwartaal";"x 1 000";"79"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2007 2e kwartaal";"x 1 000";"67"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2007 3e kwartaal";"x 1 000";"53"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2007 4e kwartaal";"x 1 000";"64"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2008 1e kwartaal";"x 1 000";"59"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2008 2e kwartaal";"x 1 000";"48"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2008 3e kwartaal";"x 1 000";"42"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2008 4e kwartaal";"x 1 000";"51"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2009 1e kwartaal";"x 1 000";"66"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2009 2e kwartaal";"x 1 000";"67"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2009 3e kwartaal";"x 1 000";"76"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2009 4e kwartaal";"x 1 000";"87"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2010 1e kwartaal";"x 1 000";"91"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2010 2e kwartaal";"x 1 000";"74"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2010 3e kwartaal";"x 1 000";"68"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2010 4e kwartaal";"x 1 000";"81"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2011 1e kwartaal";"x 1 000";"78"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Middelbaar onderwijs";"2011 2e kwartaal";"x 1 000";"71"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2003 1e kwartaal";"x 1 000";"44"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2003 2e kwartaal";"x 1 000";"42"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2003 3e kwartaal";"x 1 000";"44"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2003 4e kwartaal";"x 1 000";"56"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2004 1e kwartaal";"x 1 000";"56"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2004 2e kwartaal";"x 1 000";"59"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2004 3e kwartaal";"x 1 000";"57"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2004 4e kwartaal";"x 1 000";"54"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2005 1e kwartaal";"x 1 000";"55"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2005 2e kwartaal";"x 1 000";"57"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2005 3e kwartaal";"x 1 000";"53"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2005 4e kwartaal";"x 1 000";"52"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2006 1e kwartaal";"x 1 000";"52"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2006 2e kwartaal";"x 1 000";"44"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2006 3e kwartaal";"x 1 000";"33"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2006 4e kwartaal";"x 1 000";"36"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2007 1e kwartaal";"x 1 000";"38"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2007 2e kwartaal";"x 1 000";"32"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2007 3e kwartaal";"x 1 000";"33"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2007 4e kwartaal";"x 1 000";"31"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2008 1e kwartaal";"x 1 000";"29"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2008 2e kwartaal";"x 1 000";"27"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2008 3e kwartaal";"x 1 000";"27"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2008 4e kwartaal";"x 1 000";"39"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2009 1e kwartaal";"x 1 000";"37"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2009 2e kwartaal";"x 1 000";"41"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2009 3e kwartaal";"x 1 000";"43"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2009 4e kwartaal";"x 1 000";"54"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2010 1e kwartaal";"x 1 000";"54"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2010 2e kwartaal";"x 1 000";"49"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2010 3e kwartaal";"x 1 000";"48"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2010 4e kwartaal";"x 1 000";"53"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2011 1e kwartaal";"x 1 000";"47"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau: Hoger onderwijs";"2011 2e kwartaal";"x 1 000";"42"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2003 1e kwartaal";"x 1 000";"2"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2003 2e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2003 3e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2003 4e kwartaal";"x 1 000";"4"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2004 1e kwartaal";"x 1 000";"4"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2004 2e kwartaal";"x 1 000";"4"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2004 3e kwartaal";"x 1 000";"2"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2004 4e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2005 1e kwartaal";"x 1 000";"4"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2005 2e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2005 3e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2005 4e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2006 1e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2006 2e kwartaal";"x 1 000";"2"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2006 3e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2006 4e kwartaal";"x 1 000";"2"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2007 1e kwartaal";"x 1 000";"."
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2007 2e kwartaal";"x 1 000";"."
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2007 3e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2007 4e kwartaal";"x 1 000";"3"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2008 1e kwartaal";"x 1 000";"."
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2008 2e kwartaal";"x 1 000";"."
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2008 3e kwartaal";"x 1 000";"."
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2008 4e kwartaal";"x 1 000";"."
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2009 1e kwartaal";"x 1 000";"2"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2009 2e kwartaal";"x 1 000";"2"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2009 3e kwartaal";"x 1 000";"2"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2009 4e kwartaal";"x 1 000";"4"
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2010 1e kwartaal";"x 1 000";"."
"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"Opleidingsniveau:Onbekend";"2010 2e kwartaal";"x 1 000";"3"
