"tmp";"jaar";"herkomst";"geslacht";"leeftijd";"percentage";"aantal"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Vrouwen";"25 tot 35 jaar";"1462";"0.86"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Vrouwen";"35 tot 45 jaar";"4680";"3.11"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Vrouwen";"45 tot 55 jaar";"10015";"10.19"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Vrouwen";"55 tot 65 jaar";"11249";"22.94"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Vrouwen";"65 tot 75 jaar";"7258";"31.89"
"A10 Diabetesmiddelen";"2007";"Totaal niet-westerse allochtoon";"Vrouwen";"75 of ouder";"2466";"27.70"
"A10 Diabetesmiddelen";"2007";"Marokko";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"17905";"5.25"
"A10 Diabetesmiddelen";"2007";"Marokko";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"303";"0.28"
"A10 Diabetesmiddelen";"2007";"Marokko";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"403";"0.66"
"A10 Diabetesmiddelen";"2007";"Marokko";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"692";"1.09"
"A10 Diabetesmiddelen";"2007";"Marokko";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"1980";"3.85"
"A10 Diabetesmiddelen";"2007";"Marokko";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"3890";"14.43"
"A10 Diabetesmiddelen";"2007";"Marokko";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"5052";"31.25"
"A10 Diabetesmiddelen";"2007";"Marokko";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"4900";"39.93"
"A10 Diabetesmiddelen";"2007";"Marokko";"Totaal Mannen en vrouwen";"75 of ouder";"685";"39.92"
"A10 Diabetesmiddelen";"2007";"Marokko";"Mannen";"Totaal alle leeftijden";"9411";"5.29"
"A10 Diabetesmiddelen";"2007";"Marokko";"Mannen";"0 tot 15 jaar";"173";"0.31"
"A10 Diabetesmiddelen";"2007";"Marokko";"Mannen";"15 tot 25 jaar";"224";"0.74"
"A10 Diabetesmiddelen";"2007";"Marokko";"Mannen";"25 tot 35 jaar";"315";"1.04"
"A10 Diabetesmiddelen";"2007";"Marokko";"Mannen";"35 tot 45 jaar";"992";"3.40"
"A10 Diabetesmiddelen";"2007";"Marokko";"Mannen";"45 tot 55 jaar";"1652";"11.66"
"A10 Diabetesmiddelen";"2007";"Marokko";"Mannen";"55 tot 65 jaar";"2626";"28.07"
"A10 Diabetesmiddelen";"2007";"Marokko";"Mannen";"65 tot 75 jaar";"2993";"37.44"
"A10 Diabetesmiddelen";"2007";"Marokko";"Mannen";"75 of ouder";"436";"37.88"
"A10 Diabetesmiddelen";"2007";"Marokko";"Vrouwen";"Totaal alle leeftijden";"8494";"5.20"
"A10 Diabetesmiddelen";"2007";"Marokko";"Vrouwen";"0 tot 15 jaar";"130";"0.24"
"A10 Diabetesmiddelen";"2007";"Marokko";"Vrouwen";"15 tot 25 jaar";"179";"0.58"
"A10 Diabetesmiddelen";"2007";"Marokko";"Vrouwen";"25 tot 35 jaar";"377";"1.15"
"A10 Diabetesmiddelen";"2007";"Marokko";"Vrouwen";"35 tot 45 jaar";"988";"4.43"
"A10 Diabetesmiddelen";"2007";"Marokko";"Vrouwen";"45 tot 55 jaar";"2238";"17.50"
"A10 Diabetesmiddelen";"2007";"Marokko";"Vrouwen";"55 tot 65 jaar";"2426";"35.62"
"A10 Diabetesmiddelen";"2007";"Marokko";"Vrouwen";"65 tot 75 jaar";"1907";"44.57"
"A10 Diabetesmiddelen";"2007";"Marokko";"Vrouwen";"75 of ouder";"249";"44.07"
"A10 Diabetesmiddelen";"2007";"Turkije";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"15635";"4.12"
"A10 Diabetesmiddelen";"2007";"Turkije";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"105";"0.10"
"A10 Diabetesmiddelen";"2007";"Turkije";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"148";"0.22"
"A10 Diabetesmiddelen";"2007";"Turkije";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"470";"0.64"
"A10 Diabetesmiddelen";"2007";"Turkije";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2050";"2.96"
"A10 Diabetesmiddelen";"2007";"Turkije";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"3541";"10.56"
"A10 Diabetesmiddelen";"2007";"Turkije";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"4747";"25.45"
"A10 Diabetesmiddelen";"2007";"Turkije";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"4015";"30.88"
"A10 Diabetesmiddelen";"2007";"Turkije";"Totaal Mannen en vrouwen";"75 of ouder";"559";"27.50"
"A10 Diabetesmiddelen";"2007";"Turkije";"Mannen";"Totaal alle leeftijden";"7725";"3.93"
"A10 Diabetesmiddelen";"2007";"Turkije";"Mannen";"0 tot 15 jaar";"50";"0.10"
"A10 Diabetesmiddelen";"2007";"Turkije";"Mannen";"15 tot 25 jaar";"59";"0.17"
"A10 Diabetesmiddelen";"2007";"Turkije";"Mannen";"25 tot 35 jaar";"199";"0.54"
"A10 Diabetesmiddelen";"2007";"Turkije";"Mannen";"35 tot 45 jaar";"1063";"2.85"
"A10 Diabetesmiddelen";"2007";"Turkije";"Mannen";"45 tot 55 jaar";"1752";"9.51"
"A10 Diabetesmiddelen";"2007";"Turkije";"Mannen";"55 tot 65 jaar";"2115";"23.85"
"A10 Diabetesmiddelen";"2007";"Turkije";"Mannen";"65 tot 75 jaar";"2280";"29.11"
"A10 Diabetesmiddelen";"2007";"Turkije";"Mannen";"75 of ouder";"207";"24.32"
"A10 Diabetesmiddelen";"2007";"Turkije";"Vrouwen";"Totaal alle leeftijden";"7910";"4.33"
"A10 Diabetesmiddelen";"2007";"Turkije";"Vrouwen";"0 tot 15 jaar";"55";"0.11"
"A10 Diabetesmiddelen";"2007";"Turkije";"Vrouwen";"15 tot 25 jaar";"89";"0.27"
"A10 Diabetesmiddelen";"2007";"Turkije";"Vrouwen";"25 tot 35 jaar";"271";"0.74"
"A10 Diabetesmiddelen";"2007";"Turkije";"Vrouwen";"35 tot 45 jaar";"987";"3.10"
"A10 Diabetesmiddelen";"2007";"Turkije";"Vrouwen";"45 tot 55 jaar";"1789";"11.84"
"A10 Diabetesmiddelen";"2007";"Turkije";"Vrouwen";"55 tot 65 jaar";"2632";"26.91"
"A10 Diabetesmiddelen";"2007";"Turkije";"Vrouwen";"65 tot 75 jaar";"1735";"33.55"
"A10 Diabetesmiddelen";"2007";"Turkije";"Vrouwen";"75 of ouder";"352";"29.78"
"A10 Diabetesmiddelen";"2007";"Suriname";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"22266";"6.51"
"A10 Diabetesmiddelen";"2007";"Suriname";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"56";"0.08"
"A10 Diabetesmiddelen";"2007";"Suriname";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"173";"0.29"
"A10 Diabetesmiddelen";"2007";"Suriname";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"641";"1.20"
"A10 Diabetesmiddelen";"2007";"Suriname";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2622";"4.22"
"A10 Diabetesmiddelen";"2007";"Suriname";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"6294";"12.07"
"A10 Diabetesmiddelen";"2007";"Suriname";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"6847";"25.00"
"A10 Diabetesmiddelen";"2007";"Suriname";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"3900";"31.74"
"A10 Diabetesmiddelen";"2007";"Suriname";"Totaal Mannen en vrouwen";"75 of ouder";"1733";"28.87"
"A10 Diabetesmiddelen";"2007";"Suriname";"Mannen";"Totaal alle leeftijden";"10033";"6.12"
"A10 Diabetesmiddelen";"2007";"Suriname";"Mannen";"0 tot 15 jaar";"30";"0.08"
"A10 Diabetesmiddelen";"2007";"Suriname";"Mannen";"15 tot 25 jaar";"64";"0.21"
"A10 Diabetesmiddelen";"2007";"Suriname";"Mannen";"25 tot 35 jaar";"278";"1.09"
"A10 Diabetesmiddelen";"2007";"Suriname";"Mannen";"35 tot 45 jaar";"1179";"4.10"
"A10 Diabetesmiddelen";"2007";"Suriname";"Mannen";"45 tot 55 jaar";"2929";"12.33"
"A10 Diabetesmiddelen";"2007";"Suriname";"Mannen";"55 tot 65 jaar";"3329";"25.43"
"A10 Diabetesmiddelen";"2007";"Suriname";"Mannen";"65 tot 75 jaar";"1685";"30.89"
"A10 Diabetesmiddelen";"2007";"Suriname";"Mannen";"75 of ouder";"539";"26.63"
"A10 Diabetesmiddelen";"2007";"Suriname";"Vrouwen";"Totaal alle leeftijden";"12233";"6.86"
"A10 Diabetesmiddelen";"2007";"Suriname";"Vrouwen";"0 tot 15 jaar";"26";"0.08"
"A10 Diabetesmiddelen";"2007";"Suriname";"Vrouwen";"15 tot 25 jaar";"109";"0.37"
"A10 Diabetesmiddelen";"2007";"Suriname";"Vrouwen";"25 tot 35 jaar";"363";"1.30"
"A10 Diabetesmiddelen";"2007";"Suriname";"Vrouwen";"35 tot 45 jaar";"1443";"4.33"
"A10 Diabetesmiddelen";"2007";"Suriname";"Vrouwen";"45 tot 55 jaar";"3365";"11.85"
"A10 Diabetesmiddelen";"2007";"Suriname";"Vrouwen";"55 tot 65 jaar";"3518";"24.59"
"A10 Diabetesmiddelen";"2007";"Suriname";"Vrouwen";"65 tot 75 jaar";"2215";"32.41"
"A10 Diabetesmiddelen";"2007";"Suriname";"Vrouwen";"75 of ouder";"1194";"30.02"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"4401";"3.18"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"49";"0.14"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"88";"0.31"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"196";"0.76"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"482";"2.34"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"1112";"6.92"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"1467";"16.04"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"727";"23.35"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"75 of ouder";"280";"25.88"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"Totaal alle leeftijden";"1731";"2.51"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"0 tot 15 jaar";"16";"0.09"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"15 tot 25 jaar";"38";"0.27"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"25 tot 35 jaar";"88";"0.66"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"35 tot 45 jaar";"198";"1.89"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"45 tot 55 jaar";"443";"5.71"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"55 tot 65 jaar";"602";"14.20"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"65 tot 75 jaar";"279";"21.97"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"75 of ouder";"67";"21.82"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"Totaal alle leeftijden";"2670";"3.86"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"0 tot 15 jaar";"33";"0.20"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"15 tot 25 jaar";"50";"0.35"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"25 tot 35 jaar";"108";"0.87"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"35 tot 45 jaar";"284";"2.81"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"45 tot 55 jaar";"669";"8.06"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"55 tot 65 jaar";"865";"17.63"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"65 tot 75 jaar";"448";"24.30"
"A10 Diabetesmiddelen";"2007";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"75 of ouder";"213";"27.48"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"15197";"2.45"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"172";"0.10"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"273";"0.25"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"651";"0.55"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2275";"2.10"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"4839";"6.78"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"4178";"14.80"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"1997";"21.15"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Totaal Mannen en vrouwen";"75 of ouder";"812";"20.22"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Mannen";"Totaal alle leeftijden";"8475";"2.67"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Mannen";"0 tot 15 jaar";"84";"0.10"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Mannen";"15 tot 25 jaar";"133";"0.23"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Mannen";"25 tot 35 jaar";"308";"0.53"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Mannen";"35 tot 45 jaar";"1297";"2.33"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Mannen";"45 tot 55 jaar";"2885";"7.66"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Mannen";"55 tot 65 jaar";"2370";"15.81"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Mannen";"65 tot 75 jaar";"1044";"21.70"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Mannen";"75 of ouder";"354";"21.95"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Vrouwen";"Totaal alle leeftijden";"6722";"2.21"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Vrouwen";"0 tot 15 jaar";"88";"0.11"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Vrouwen";"15 tot 25 jaar";"140";"0.26"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Vrouwen";"25 tot 35 jaar";"343";"0.56"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Vrouwen";"35 tot 45 jaar";"978";"1.85"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Vrouwen";"45 tot 55 jaar";"1954";"5.80"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Vrouwen";"55 tot 65 jaar";"1808";"13.65"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Vrouwen";"65 tot 75 jaar";"953";"20.57"
"A10 Diabetesmiddelen";"2007";"Overig niet-westers";"Vrouwen";"75 of ouder";"458";"19.06"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"102017";"5.99"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"97";"0.12"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"412";"0.21"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"2170";"0.61"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"9986";"2.46"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"22639";"7.65"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"30467";"15.72"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"24360";"22.08"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Totaal Mannen en vrouwen";"75 of ouder";"11886";"18.50"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Mannen";"Totaal alle leeftijden";"49748";"6.02"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Mannen";"0 tot 15 jaar";"44";"0.10"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Mannen";"15 tot 25 jaar";"192";"0.20"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Mannen";"25 tot 35 jaar";"927";"0.55"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Mannen";"35 tot 45 jaar";"4989";"2.45"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Mannen";"45 tot 55 jaar";"11173";"7.71"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Mannen";"55 tot 65 jaar";"15580";"16.15"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Mannen";"65 tot 75 jaar";"12709";"22.57"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Mannen";"75 of ouder";"4134";"19.69"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Vrouwen";"Totaal alle leeftijden";"52269";"5.96"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Vrouwen";"0 tot 15 jaar";"53";"0.13"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Vrouwen";"15 tot 25 jaar";"220";"0.22"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Vrouwen";"25 tot 35 jaar";"1243";"0.65"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Vrouwen";"35 tot 45 jaar";"4997";"2.47"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Vrouwen";"45 tot 55 jaar";"11466";"7.59"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Vrouwen";"55 tot 65 jaar";"14887";"15.29"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Vrouwen";"65 tot 75 jaar";"11651";"21.57"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 1e generatie";"Vrouwen";"75 of ouder";"7752";"17.93"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"35296";"2.17"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"787";"0.13"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"1048";"0.36"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"1362";"0.69"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2052";"1.28"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"3996";"3.10"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"8290";"7.23"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"10450";"12.56"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Totaal Mannen en vrouwen";"75 of ouder";"7311";"15.32"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Mannen";"Totaal alle leeftijden";"18403";"2.24"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Mannen";"0 tot 15 jaar";"400";"0.13"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Mannen";"15 tot 25 jaar";"520";"0.35"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Mannen";"25 tot 35 jaar";"671";"0.66"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Mannen";"35 tot 45 jaar";"1095";"1.35"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Mannen";"45 tot 55 jaar";"2375";"3.64"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Mannen";"55 tot 65 jaar";"4989";"8.55"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Mannen";"65 tot 75 jaar";"5439";"13.55"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Mannen";"75 of ouder";"2914";"15.42"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Vrouwen";"Totaal alle leeftijden";"16893";"2.10"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Vrouwen";"0 tot 15 jaar";"387";"0.13"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Vrouwen";"15 tot 25 jaar";"528";"0.37"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Vrouwen";"25 tot 35 jaar";"691";"0.71"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Vrouwen";"35 tot 45 jaar";"957";"1.21"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Vrouwen";"45 tot 55 jaar";"1621";"2.55"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Vrouwen";"55 tot 65 jaar";"3301";"5.86"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Vrouwen";"65 tot 75 jaar";"5011";"11.65"
"A10 Diabetesmiddelen";"2007";"Allochtoon, 2e generatie";"Vrouwen";"75 of ouder";"4397";"15.26"
"A10 Diabetesmiddelen";"2008";"Totaal";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"680020";"4.06"
"A10 Diabetesmiddelen";"2008";"Totaal";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"4224";"0.14"
"A10 Diabetesmiddelen";"2008";"Totaal";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"7076";"0.35"
"A10 Diabetesmiddelen";"2008";"Totaal";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"12244";"0.60"
"A10 Diabetesmiddelen";"2008";"Totaal";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"36445";"1.42"
"A10 Diabetesmiddelen";"2008";"Totaal";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"85106";"3.47"
"A10 Diabetesmiddelen";"2008";"Totaal";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"166338";"7.76"
"A10 Diabetesmiddelen";"2008";"Totaal";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"179471";"13.04"
"A10 Diabetesmiddelen";"2008";"Totaal";"Totaal Mannen en vrouwen";"75 of ouder";"189116";"15.63"
"A10 Diabetesmiddelen";"2008";"Totaal";"Mannen";"Totaal alle leeftijden";"340275";"4.10"
"A10 Diabetesmiddelen";"2008";"Totaal";"Mannen";"0 tot 15 jaar";"2147";"0.14"
"A10 Diabetesmiddelen";"2008";"Totaal";"Mannen";"15 tot 25 jaar";"3566";"0.34"
"A10 Diabetesmiddelen";"2008";"Totaal";"Mannen";"25 tot 35 jaar";"5991";"0.58"
"A10 Diabetesmiddelen";"2008";"Totaal";"Mannen";"35 tot 45 jaar";"19625";"1.51"
"A10 Diabetesmiddelen";"2008";"Totaal";"Mannen";"45 tot 55 jaar";"47923";"3.88"
"A10 Diabetesmiddelen";"2008";"Totaal";"Mannen";"55 tot 65 jaar";"95159";"8.82"
"A10 Diabetesmiddelen";"2008";"Totaal";"Mannen";"65 tot 75 jaar";"93584";"14.04"
"A10 Diabetesmiddelen";"2008";"Totaal";"Mannen";"75 of ouder";"72280";"15.78"
"A10 Diabetesmiddelen";"2008";"Totaal";"Vrouwen";"Totaal alle leeftijden";"339745";"4.02"
"A10 Diabetesmiddelen";"2008";"Totaal";"Vrouwen";"0 tot 15 jaar";"2077";"0.14"
"A10 Diabetesmiddelen";"2008";"Totaal";"Vrouwen";"15 tot 25 jaar";"3510";"0.35"
"A10 Diabetesmiddelen";"2008";"Totaal";"Vrouwen";"25 tot 35 jaar";"6253";"0.62"
"A10 Diabetesmiddelen";"2008";"Totaal";"Vrouwen";"35 tot 45 jaar";"16820";"1.33"
"A10 Diabetesmiddelen";"2008";"Totaal";"Vrouwen";"45 tot 55 jaar";"37183";"3.06"
"A10 Diabetesmiddelen";"2008";"Totaal";"Vrouwen";"55 tot 65 jaar";"71179";"6.69"
"A10 Diabetesmiddelen";"2008";"Totaal";"Vrouwen";"65 tot 75 jaar";"85887";"12.11"
"A10 Diabetesmiddelen";"2008";"Totaal";"Vrouwen";"75 of ouder";"116836";"15.54"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"534178";"4.00"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"3302";"0.15"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"5515";"0.36"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"8598";"0.59"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"24037";"1.21"
