"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Politieregio";"Perioden";"Cijfersoort";"Waarde eenheid";"Waarde"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Rotterdam-Rijnmond (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Rotterdam-Rijnmond (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Rotterdam-Rijnmond (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Zuid-Holland-Zuid (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Zuid-Holland-Zuid (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Zuid-Holland-Zuid (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Zuid-Holland-Zuid (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Zeeland (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Zeeland (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Zeeland (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Zeeland (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Midden- en West-Brabant (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Midden- en West-Brabant (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Midden- en West-Brabant (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Midden- en West-Brabant (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Brabant-Noord (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Brabant-Noord (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Brabant-Noord (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Brabant-Noord (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Brabant-Zuidoost (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Brabant-Zuidoost (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Brabant-Zuidoost (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Brabant-Zuidoost (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Limburg-Noord (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Limburg-Noord (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Limburg-Noord (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Limburg-Noord (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Limburg-Zuid (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Limburg-Zuid (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Limburg-Zuid (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Limburg-Zuid (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Flevoland (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Flevoland (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Flevoland (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Sociale overlast - schaalscore";"Flevoland (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Nederland";"2008";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Nederland";"2009";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Nederland";"2010";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Nederland";"2011";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Groningen (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Groningen (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Groningen (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Groningen (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Friesland (PO)";"2008";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Friesland (PO)";"2009";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Friesland (PO)";"2010";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Friesland (PO)";"2011";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Drenthe (PO)";"2008";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Drenthe (PO)";"2009";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Drenthe (PO)";"2010";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Drenthe (PO)";"2011";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"IJsselland (PO)";"2008";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"IJsselland (PO)";"2009";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"IJsselland (PO)";"2010";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"IJsselland (PO)";"2011";"Waarde";"schaalscore (0-10)";"0.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Twente (PO)";"2008";"Waarde";"schaalscore (0-10)";"0.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Twente (PO)";"2009";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Twente (PO)";"2010";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Twente (PO)";"2011";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Noord- en Oost-Gelderland (PO)";"2008";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Noord- en Oost-Gelderland (PO)";"2009";"Waarde";"schaalscore (0-10)";"0.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Noord- en Oost-Gelderland (PO)";"2010";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Noord- en Oost-Gelderland (PO)";"2011";"Waarde";"schaalscore (0-10)";"0.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gelderland-Midden (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gelderland-Midden (PO)";"2009";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gelderland-Midden (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gelderland-Midden (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gelderland-Zuid (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gelderland-Zuid (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gelderland-Zuid (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gelderland-Zuid (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Utrecht (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Utrecht (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Utrecht (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Utrecht (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Noord-Holland-Noord (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Noord-Holland-Noord (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Noord-Holland-Noord (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Noord-Holland-Noord (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zaanstreek-Waterland (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zaanstreek-Waterland (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zaanstreek-Waterland (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zaanstreek-Waterland (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Kennemerland (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Kennemerland (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Kennemerland (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Kennemerland (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Amsterdam-Amstelland (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Amsterdam-Amstelland (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Amsterdam-Amstelland (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Amsterdam-Amstelland (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gooi en Vechtstreek (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gooi en Vechtstreek (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gooi en Vechtstreek (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Gooi en Vechtstreek (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Haaglanden (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Haaglanden (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Haaglanden (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Haaglanden (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Hollands Midden (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Hollands Midden (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Hollands Midden (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Hollands Midden (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Rotterdam-Rijnmond (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Rotterdam-Rijnmond (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.6"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Rotterdam-Rijnmond (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Rotterdam-Rijnmond (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.7"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zuid-Holland-Zuid (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zuid-Holland-Zuid (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zuid-Holland-Zuid (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zuid-Holland-Zuid (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zeeland (PO)";"2008";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zeeland (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zeeland (PO)";"2010";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Zeeland (PO)";"2011";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Midden- en West-Brabant (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Midden- en West-Brabant (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Midden- en West-Brabant (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.4"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Midden- en West-Brabant (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Brabant-Noord (PO)";"2008";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Brabant-Noord (PO)";"2009";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Brabant-Noord (PO)";"2010";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Brabant-Noord (PO)";"2011";"Waarde";"schaalscore (0-10)";"0.8"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Brabant-Zuidoost (PO)";"2008";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Brabant-Zuidoost (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Brabant-Zuidoost (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Brabant-Zuidoost (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Limburg-Noord (PO)";"2008";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Limburg-Noord (PO)";"2009";"Waarde";"schaalscore (0-10)";"0.9"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Limburg-Noord (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Limburg-Noord (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.0"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Limburg-Zuid (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Limburg-Zuid (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.3"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Limburg-Zuid (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.5"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Limburg-Zuid (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Flevoland (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Flevoland (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Flevoland (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.2"
"Buurtproblemen";"Dreiging en sociale overlast";"Dreiging - schaalscore";"Flevoland (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Nederland";"2008";"Waarde";"% 'komt vaak voor'";"10.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Nederland";"2009";"Waarde";"% 'komt vaak voor'";"9.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Nederland";"2010";"Waarde";"% 'komt vaak voor'";"9.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Nederland";"2011";"Waarde";"% 'komt vaak voor'";"9.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Groningen (PO)";"2008";"Waarde";"% 'komt vaak voor'";"12.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Groningen (PO)";"2009";"Waarde";"% 'komt vaak voor'";"12.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Groningen (PO)";"2010";"Waarde";"% 'komt vaak voor'";"12.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Groningen (PO)";"2011";"Waarde";"% 'komt vaak voor'";"10.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Friesland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Friesland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Friesland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Friesland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Drenthe (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Drenthe (PO)";"2009";"Waarde";"% 'komt vaak voor'";"9.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Drenthe (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Drenthe (PO)";"2011";"Waarde";"% 'komt vaak voor'";"7.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"IJsselland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"IJsselland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"IJsselland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"IJsselland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Twente (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Twente (PO)";"2009";"Waarde";"% 'komt vaak voor'";"7.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Twente (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Twente (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Noord- en Oost-Gelderland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Noord- en Oost-Gelderland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"3.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Noord- en Oost-Gelderland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"3.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Noord- en Oost-Gelderland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Gelderland-Midden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"9.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Gelderland-Midden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"7.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Gelderland-Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"8.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Gelderland-Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"7.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Gelderland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Gelderland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"9.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Gelderland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"9.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Fietsendiefstal";"Gelderland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"8.1"
